2019-02-05 09:23:49.211299,1,"[0.24252223183871358, 0.09014470652558226, 0.39633444645253313, 0.7467833890623469, 0.2597752268214222, 0.8799630479431612, 0.42557546109979627, 0.9844765638930737, 0.3788769955208161, 0.37076923767825953, 0.10298251765916766, 0.4626678429628187, 0.5719790576497269, 0.4567991655743081, 0.3257215396036769, 0.20516053017988067]"
2019-02-05 09:23:49.211299,2,"[0.9246371401126854, 0.3387891265721409, 0.7065538543285562, 0.300507050020264, 0.4470464086413415, 0.9962836340823684, 0.2957436559609966, 0.055847321919322845, 0.625945162189582, 0.751981908464291, 0.0053005707794920864, 0.293563169816051, 0.6101267901691961, 0.9670288378845876, 0.9820207274333523, 0.5546333146357391]"
2019-02-05 09:23:49.211299,3,"[0.4270231070313376, 0.79960230378644, 0.7912647123859439, 0.4662878516561143, 0.815579423848879, 0.38563576685552137, 0.15767578019538075, 0.008099288742923205, 0.9384598783515771, 0.7690757713286059, 0.7399427195998154, 0.12832247421121257, 0.32741175364279373, 0.8346222335519141, 0.32137230427453756, 0.2674559640832802]"
2019-02-05 09:23:49.211299,4,"[0.276308252765454, 0.6451175789650693, 0.47289907764493566, 0.8227942996477515, 0.6175292654395615, 0.6023046185432324, 0.3269089919580652, 0.6912887245714995, 0.20782583174321412, 0.29677715229390733, 0.21080261685380053, 0.2789045369251265, 0.9114599155691746, 0.3414255655076187, 0.42665435725534795, 0.04155250347062123]"
2019-02-05 09:23:49.211299,5,"[0.5923482520927585, 0.883959130634913, 0.8232359913796821, 0.8016065157306198, 0.6883231260833884, 0.5752652559812833, 0.7789627668641784, 0.36858765332195353, 0.8976440564365479, 0.15435162656008194, 0.7566278063885089, 0.9814196117017454, 0.9794426845980089, 0.5986640653613743, 0.42621387585339476, 0.36423845614538464]"
2019-02-05 09:23:49.211299,6,"[0.039366474071980684, 0.42158514113399115, 0.8269512755978677, 0.3338822217701898, 0.7286773160991598, 0.14565882385949613, 0.4839099165456563, 0.6039839519032526, 0.27572529420676717, 0.12335233206798535, 0.31603505887238426, 0.21011562613733015, 0.9162974601836545, 0.7606949969093904, 0.6163052647660419, 0.13730282032640384]"
2019-02-05 09:23:49.211299,7,"[0.7425092087708869, 0.9259323501969953, 0.0579069960684061, 0.011918835993206867, 0.3052104567876346, 0.55665997643197, 0.8737550984520424, 0.0816017208571519, 0.324812069511201, 0.9227975233216655, 0.3940019874321472, 0.47765195066960997, 0.8365692113448651, 0.20215618126891277, 0.8472059772312198, 0.9759311556768665]"
2019-02-05 09:23:49.211299,8,"[0.6522288889605152, 0.702207278949167, 0.9968808381645387, 0.3603394583728745, 0.9722782104555433, 0.7610225651690465, 0.0038888375391272767, 0.344037118182721, 0.13641182334785062, 0.36893257861716944, 0.864001487938258, 0.69364137705998, 0.3853434065762402, 0.355674538562072, 0.9807224714491435, 0.9371671962273139]"
2019-02-05 09:23:49.211299,9,"[0.4053020841919003, 0.3716016734824972, 0.9245728066849443, 0.8753403992794447, 0.7821506788467828, 0.9834120701091649, 0.949332042375265, 0.9388648968426564, 0.3408969887811153, 0.8385509211349399, 0.712940643329609, 0.6566278974943295, 0.5663757336323998, 0.8241032403783344, 0.6647833805960363, 0.7545085087966499]"
2019-02-05 09:23:49.211299,10,"[0.18730518765880566, 0.16390386393571144, 0.32848584340533993, 0.6180127671287363, 0.8221258086170713, 0.9392816121532462, 0.11645095724064869, 0.3683903980918257, 0.4622558598854918, 0.49897476707857746, 0.5807631096593009, 0.4945015696345735, 0.018102829354161076, 0.8258356389484598, 0.2680453161502575, 0.16483895158916628]"
2019-02-05 09:23:49.211299,11,"[0.25745053973896237, 0.03506794667945501, 0.07324657483516861, 0.1493015598199351, 0.9957565672103194, 0.9744206262383639, 0.635608741992651, 0.5167800832975107, 0.07821743322066721, 0.27398886829818403, 0.7711782457563872, 0.2522280902899794, 0.7122927804751237, 0.559021302157597, 0.9620048104953622, 0.9275153000642838]"
2019-02-05 09:23:49.211299,12,"[0.5619976570431572, 0.36767994701290097, 0.5171598377261957, 0.32528458032872754, 0.028891201526636823, 0.8849895167819646, 0.7124625604764938, 0.823907266986044, 0.13069634236360206, 0.3585953414863907, 0.08112427654636711, 0.7420908134222688, 0.1575585219596929, 0.1975924681117266, 0.7312248101074269, 0.23960742108304678]"
2019-02-05 09:23:49.211299,13,"[0.5404687150250967, 0.5206210313037661, 0.7085477923425914, 0.8794890739061441, 0.9743912108963652, 0.9526403014076766, 0.10047198845385474, 0.2402799401954393, 0.9025184105509282, 0.470020042932741, 0.4107422825520741, 0.8279670033733451, 0.35537111141863864, 0.6497944484787364, 0.18940049329153608, 0.6618226288224685]"
2019-02-05 09:23:49.211299,14,"[0.2659619869598069, 0.4767826192951995, 0.3719775277459402, 0.9823206189270027, 0.05350550350520278, 0.14567461431194972, 0.27987331806681115, 0.6565336239812584, 0.6607418152587766, 0.48940211953414636, 0.23289115584968956, 0.24109487912783578, 0.450447332737132, 0.911042436143555, 0.5050698638448758, 0.3364914182445824]"
2019-02-05 09:23:49.211299,15,"[0.6856051091445599, 0.6390906379423935, 0.1478106399899387, 0.8468605814695953, 0.5808901951815986, 0.8899557670884001, 0.9439520297719568, 0.7619644361088369, 0.9254377999900336, 0.07688599734302004, 0.4794218659092244, 0.7342880222792368, 0.7916006317120174, 0.11365348775552853, 0.7569438521901745, 0.13777199912913407]"
2019-02-05 09:23:49.211299,16,"[0.934218123919782, 0.9272689840946495, 0.38392534265153233, 0.1026166077909042, 0.26086944623903385, 0.4421271508874648, 0.2006413759484289, 0.20033300124357545, 0.3190903876240945, 0.44629111418000944, 0.14038136076023455, 0.22157133599479473, 0.7501209709669726, 0.7888050953880832, 0.05663628070470683, 0.33916288494665714]"
2019-02-05 09:23:49.211299,17,"[0.18906155740212038, 0.49412620826910425, 0.49712147822533104, 0.6115473851415411, 0.23352461756388831, 0.5992252030555513, 0.28365641799772934, 0.03552408164614396, 0.8339894768284516, 0.7650879258611024, 0.8936755573915051, 0.48136629673921394, 0.27644823964545817, 0.321013427272526, 0.2707690201591366, 0.8562018286205735]"
2019-02-05 09:23:49.211299,18,"[0.5737745735004673, 0.9297487784188371, 0.33978020218454663, 0.8121295495631357, 0.3953469578444869, 0.428472515141857, 0.773651375619464, 0.3275105364427573, 0.6502897039490727, 0.5428246979737662, 0.23163255922758386, 0.6669720708935862, 0.9641779016445327, 0.36115794003035595, 0.4209665377434928, 0.89897430222546]"
2019-02-05 09:23:49.211299,19,"[0.2105550237175109, 0.29104013464031375, 0.4099119511038084, 0.1462739568853385, 0.43626401341755805, 0.6932294057937481, 0.9939605802478886, 0.018410368026480883, 0.8160555998201369, 0.34869254673000494, 0.26564725796596034, 0.752831862093282, 0.7856216529050901, 0.5714627963215667, 0.034681954950464555, 0.5874959215112133]"
2019-02-05 09:23:49.211299,20,"[0.4614621222634603, 0.9497612683435508, 0.6080069039815724, 0.7108893781444338, 0.013716166538472407, 0.26651882647310476, 0.8043645426152393, 0.9863589020608688, 0.8714490486768263, 0.4677485081137819, 0.25279084139643015, 0.3759722874505538, 0.3284440218713094, 0.3825772110627832, 0.2754932494951514, 0.5074819367730562]"
2019-02-05 09:23:49.211299,21,"[0.8099666619666861, 0.9983037266353203, 0.782554735962174, 0.7628143062226508, 0.3675485805189753, 0.39756029939936366, 0.15504353167888485, 0.9026886483748621, 0.8832368599431347, 0.7837931451394677, 0.0870662473404914, 0.9244870546649627, 0.08968395071001922, 0.8195749876907488, 0.8100317092041018, 0.3524939481778947]"
2019-02-05 09:23:49.211299,22,"[0.680386858088952, 0.9598060749644065, 0.5508655435178211, 0.9197107418500498, 0.8947265992784112, 0.3281431839096437, 0.7202316218332048, 0.45136133759582253, 0.06543503272006423, 0.2941184741413786, 0.6204977375390269, 0.16493350751823732, 0.23590020231395348, 0.27659569142131046, 0.5383088763116489, 0.9428943288697395]"
2019-02-05 09:23:49.211299,23,"[0.5916370190571342, 0.36220483843614093, 0.6352474550035248, 0.862455391248984, 0.7778587031130038, 0.2035847073166297, 0.868244024289245, 0.13563440226132784, 0.44952389796326997, 0.07157232787616352, 0.39331676417181793, 0.8789736010778729, 0.05462350533518867, 0.6124455241681643, 0.922229850113681, 0.7476596336437319]"
2019-02-05 09:23:49.211299,24,"[0.01119871583746579, 0.7965885027375414, 0.4398050668554656, 0.11606080823704978, 0.9409555803137081, 0.9615937649019215, 0.8267207562183566, 0.5251552878981077, 0.8976098218137208, 0.14022732804772764, 0.5394949760138605, 0.97068621101408, 0.2109417643962297, 0.052601097645398, 0.5982938230627464, 0.22023615229983728]"
